author_ID,article_ID
57190228554,84
7102879142,84
57203017789,85
35147940600,85
6701609778,85
36987999600,86
7003868048,86
7202083837,86
56692412900,87
57211105311,87
7202518970,87
12445742400,87
7005052477,88
8750608700,88
57214071214,88
57193518829,89
12142543700,89
8705255200,89
7006583274,89
55359526600,89
56911636200,89
55272011900,89
57203486012,89
57202293242,90
57203024588,90
57160053200,90
36006215900,90
55944615300,90
57191995369,91
7003381644,91
57195515828,92
57211443769,92
57211435896,92
7005408810,92
56685601500,93
16549438300,93
56685789300,93
57212757453,93
57212871890,93
57215487696,93
16548815300,93
7202875039,93
6701383359,93
57191570988,94
57201357657,94
6602649851,94
57214937519,95
57210289242,95
57192710054,95
6701720294,95
57211516485,95
57219015425,96
55813139600,96
57203836305,96
57219009389,96
57219005376,96
57219006078,96
12142543700,96
57218481091,97
57217024741,97
57218482479,97
34873482400,98
6507317548,99
54781821400,100
57215052018,100
57215058041,100
7102975249,100
56957771800,101
57189235340,101
57204469757,101
7003292762,101
57188691775,102
57188173800,102
36349287300,102
57202579348,103
57214718289,103
56830076500,103
57193706327,104
57193715705,104
7202282831,104
7003302831,104
16066928300,104
57188833818,105
57209881955,105
6701720294,105
57212345817,105
57218689472,106
57218687826,106
57218685971,106
7006533953,106
57211516485,106
57188833818,107
57209881955,107
57209889565,107
6701720294,107
56045493000,107
57217866402,108
8244752200,108
55727966500,108
57217871738,108
57218270296,109
57218269408,109
6507317548,109
56215007300,110
50162863000,110
55422614200,110
6603288835,110
13405030000,110
55904183100,110
55279219900,110
57211205845,110
38662818500,110
57203219105,110
14059027500,110
6505524737,110
20735824800,110
7103004161,110
56830076500,111
57202612841,111
10640480600,111
36499438800,111
55860312700,111
57201618074,112
6506325894,112
8608764300,112
7003772744,112
56957771800,113
57189235340,113
57204470823,113
57204469757,113
7003292762,113
57204469757,114
7003292762,114
57211518929,115
56036628100,115
16033650300,115
57195804520,116
24483038000,116
6701720294,116
57211516485,116
57189375802,117
57212455523,117
6603286802,117
57023931200,117
24830555500,117
6602776615,117
9277159100,117
56857577200,118
10141271600,118
16643231700,118
55359090100,118
8244752200,119
57217872286,119
57217867341,119
36893877000,119
57189218211,120
48361087900,120
7003381644,120
7005241866,121
7006815587,121
36154754400,121
57190402922,122
36668159600,122
7006542177,122
57193226888,123
57216966389,123
57208015963,123
57193230951,123
56584993700,123
55367023500,123
7403329173,123
57204964732,124
12544690900,124
7003292762,124
54978625300,124
57201759181,125
57211516485,125
16548784600,125
8922674200,125
55764938300,126
6701550039,126
6506328689,126
57201947722,127
57209567638,127
57209581042,127
55845968200,127
14831622300,127
12646372900,127
55788214400,127
57219330558,128
57219332168,128
57219327922,128
14831622300,128
55220932600,128
55788214400,128
56263319900,129
55436436900,129
57218480110,129
7004688501,129
35209941000,129
7601550121,129
57201735120,130
57216287696,130
57216287324,130
6506462706,130
8357777200,130
7004945584,130
16033650300,131
9741060000,131
12143690400,131
57208015244,131
57052262900,131
57204944822,131
7102369425,131
6603460787,131
6603089864,131
12761902000,131
56036628100,131
9279493200,131
57194034271,132
53866135200,132
55315026400,132
57216076371,132
56818839700,132
23570183200,132
57215823167,132
57216048774,132
7202049689,133
57207774891,133
57213342768,133
7006410098,133
56206655300,134
55368982000,134
56078804700,134
57216040137,134
7102391180,134
7402406630,134
7004398165,134
6701655006,134
35103143500,134
57216037206,134
7801550098,134
14832404400,134
55559344500,135
6701910642,135
56221719300,136
57210161259,136
57203181568,136
57212304730,136
55458271500,136
56266132600,136
57210289242,137
6701720294,137
57211516485,137
57209399454,138
6602649851,138
6701863708,138
9245406100,138
57194053456,139
56968013300,139
6701746882,139
6701723921,139
57202910211,140
57196421757,140
24402340500,140
55645613600,141
55546296200,141
55813139600,141
6603579157,141
28167695400,141
12142543700,141
57212950333,141
55945437600,142
7004277402,142
55911870000,142
9942259800,142
57215811083,143
17434035200,143
24726409500,143
35147940600,143
57191862517,144
23091904000,144
57208341600,144
53878508900,144
56363360200,144
56148594700,144
6602577617,144
36176552000,144
57207901363,144
57189244450,145
57211332837,145
8231832400,145
57192300416,145
6701454416,145
56196521900,146
35597296700,146
57202064143,147
57204597171,147
57192662939,147
57210982957,147
57204035623,147
57196952707,147
57196950804,147
57213874106,147
7402658393,147
56584019300,148
56714263700,148
8608718200,148
56680952700,149
7003498769,149
7202083837,149
57211891331,150
57199244740,150
7406665619,150
55588035200,151
6601908155,151
56102505100,152
57191620725,152
56819566000,152
8448666000,152
16178649400,152
35729129900,153
53866006800,153
56126031600,153
36538565900,153
57210585829,153
57203978933,154
57212415946,154
7403218372,154
6701720294,154
7005408810,154
57211516485,154
57205129154,155
7402370024,155
57203310052,155
18535712500,155
57193627694,156
7005513246,156
7004904337,156
35175200200,157
7005513246,157
6602198438,158
55948963100,158
7005411524,158
36459611200,159
7402074463,159
34868168700,159
7202083837,160
57126129700,160
36987999600,160
7003868048,160
57192247939,161
57218886153,161
6701777223,161
8448666000,161
57205617484,162
57215432728,162
8448666000,162
6701777223,162
57218886193,162
56677251600,163
57208598187,163
57211516485,163
7004307869,163
57205257595,163
55315026400,164
36503632200,164
16481299700,164
56331558100,164
47962305800,164
7101640734,164
55916448500,164
57200363612,165
57212151348,165
57212147414,165
57212136375,165
7403218372,165
57200529047,166
56112492400,166
57215653879,166
7003772744,166
18937960700,166
57216187696,166
57202818911,167
7102523474,167
25627506700,167
57210477807,167
7005345401,167
7005976828,167
57202910818,168
55213245300,168
57192067288,168
57208225620,168
57196372172,168
57211642778,168
57202855772,168
57209824884,168
57202910818,169
55213245300,169
57208225620,169
57196372172,169
57211642778,169
57209824884,169
57193749678,170
55457444300,170
6701863708,170
35729129900,171
7406665619,171
57212089454,172
57202116348,172
56709476900,172
7102975249,172
16422844400,172
56709476900,173
57205025235,173
57202256915,173
57193755486,173
7005408810,173
7006111578,173
57002749600,173
7102975249,173
16422844400,173
56709287700,174
57202735625,174
56387524600,174
16422844400,174
7102975249,174
57208584595,175
7005513246,175
35546747200,175
57003496300,176
57212110613,176
57212107391,176
57200117690,176
7004688501,176
57216244800,176
7409253428,176
35209941000,176
6508306234,177
9277159100,177
57144864700,178
57194205673,178
35078644900,178
7406665619,178
57204475222,178
8208317300,178
35729129900,179
55797091700,179
57210585829,179
57204783601,179
57192945685,180
56939117000,180
56585491000,180
16308483700,180
57200214703,180
35311157900,180
55972769000,180
36483856300,180
57194027885,181
55345299700,181
56110251000,181
7003545107,181
57191873151,182
7003772744,182
57208682307,183
14033673100,183
14059209700,184
57201589125,184
7406665619,184
57210419894,184
7201793184,184
16481299700,185
55315026400,185
7101640734,185
35147940600,186
24779209500,186
17434035200,186
24726409500,186
56012631600,187
56487893500,187
7402648240,187
18535712500,187
57200884469,187
57203221999,187
57191155872,188
6603570606,188
57203028829,188
7402786794,188
35088650000,188
7402258065,189
56824897200,190
35562442700,190
57210916608,191
7006542177,191
57210911049,192
57207008616,192
56248593800,192
35562442700,192
56315330500,193
16178649400,193
55858031100,194
7004300863,194
57189235340,195
7003292762,195
57211493546,196
7003292762,196
57205881788,197
57214032187,197
57208524360,198
26634229600,198
7005934389,199
57208823236,199
57190605478,199
12142543700,199
35508257500,200
8321530600,200
7005709969,200
57208255032,201
56677251600,201
15848771600,201
7006533953,201
57211516485,201
57199980412,202
6701863708,202
55457444300,202
55475654800,202
43961414900,203
57209474608,204
35867849600,204
12445208100,204
35868117400,204
9041055700,204
57191156976,205
57209978209,205
8929123100,205
57118455800,206
7401431037,206
24401574900,206
57201432287,207
7003498548,207
57207334294,208
12142543700,208
7006583274,208
8705255200,208
26641352100,209
23569552400,209
36769181100,209
56976354400,210
57209659294,210
57209655847,210
57204570329,210
55315026400,210
9277159100,210
57200077532,211
57210191104,211
57214009254,211
9277159100,211
55315026400,211
57217482839,212
14033673100,212
57209640119,213
57190402922,213
7006542177,213
57210919648,214
56248593800,214
57210912098,215
57206968876,215
56824897200,215
57210911049,215
7006542177,215
57210916608,216
7006542177,216
57204433875,217
7406665619,217
57205198823,218
35508257500,218
35508257500,219
57210927548,220
57210928665,220
6602572190,220
6601908155,220
57210914089,221
57203981655,221
57210920448,221
56248593800,221
57202433366,222
57205881788,222
56724258600,223
7801676127,223
57194391871,224
57189491950,224
57205348362,224
9277159100,224
51461952600,224
6701777223,225
8448666000,225
57218886193,225
57191873151,226
57216491948,226
57216430816,226
7003772744,226
57191587072,227
57207334294,227
12142543700,227
24295291100,227
23052031200,227
7004495126,227
12778890800,227
16481299700,228
57194703295,228
57144565100,228
56331558100,228
57189458176,228
7101640734,228
55315026400,228
24080990600,228
57200529047,229
56323465700,229
56112492400,229
57209274795,229
7102483892,229
7003772744,229
57200208018,230
36701008900,230
7201687754,230
7202401225,230
12805837100,230
56257805000,230
7005067917,230
7202417224,230
55927295500,230
6508257901,230
55931847400,230
7004092560,230
56955794500,230
55778257800,230
6701664914,230
24504209800,230
55247112800,230
57207841000,230
12780700500,230
7006236094,230
16303239800,230
55315191100,230
57194063754,230
6701501207,230
24072733200,230
55813139600,230
57192140261,230
57207843958,230
57207841443,230
57207846799,230
56473665600,230
23977815400,230
56308354900,230
36859700200,230
26221155700,230
24385613600,230
15081415200,230
7408416878,230
11042527300,230
56185388600,230
57207844500,230
57189577432,230
6602943081,230
57207842677,230
39062078800,230
7101608513,230
6602499334,230
57202152216,230
57213372150,230
8555191500,230
57195579636,230
57207842193,230
57203836326,230
55639502500,230
6602168494,230
57209284973,231
56221901100,231
6507753128,231
56266132600,231
6504734319,231
57210287166,232
57210290270,232
57210288045,232
57210292389,232
7202083837,232
35147940600,232
57204433875,233
7406665619,233
24759275600,234
57207312334,234
56387524600,235
56709476900,235
56709364700,235
16422844400,235
7102975249,235
57192981384,236
57190258899,236
24333330300,236
57189382200,236
57203250533,236
57203957449,237
14059209700,237
7406665619,237
55367023500,237
57201759181,238
16548784600,238
57188833818,238
55247719300,239
56709476900,239
56871132500,239
7402407628,239
7102975249,239
16422844400,239
57210286057,240
57210287346,240
17434035200,240
24726409500,240
35147940600,240
57210288854,241
57214559823,241
17434035200,241
24726409500,241
35147940600,241
6602749964,242
57205512220,242
7102985794,242
9739395200,242
57202736299,242
57205515588,242
57205514839,242
8705255200,243
57194392244,244
7006214218,244
57194503011,244
9845705900,244
7004929818,244
57194379165,244
57207901363,244
6603325558,244
57191586637,245
57208184650,245
57189294915,245
6602572190,245
6701755273,245
55200909800,245
7004234161,245
56330970800,246
57188833818,246
57190247942,246
57197791798,246
6701720294,246
57211516485,246
55588035200,247
57191995887,247
57203240784,247
57193574682,247
57208784903,247
56417117600,247
57203245208,247
57208771517,247
35621274900,247
55681652500,247
7003445799,247
6601908155,247
55855376400,248
56830076500,248
7202083837,249
57126390100,249
57214523209,250
57205509268,250
57208845618,250
57205502574,250
57205849200,250
57205504743,250
57207222602,250
57205501457,250
57205504946,250
57205502490,250
7004339080,250
57200375892,251
7003772744,251
24295291100,252
7401431037,252
57193720916,252
57118455800,252
6701421652,252
57205270902,252
57209887692,253
17434035200,253
24726409500,253
35147940600,253
57206968876,254
36668159600,254
57205763350,254
57190404271,254
7006542177,254
7004435321,255
56781290700,255
36055605700,255
16041305200,255
57215322624,256
57202818911,256
7102523474,256
57203310052,257
57204552603,257
57204551844,257
57204547933,257
24295291100,257
57195217444,257
7003302831,258
57193706327,258
7202282831,258
16066928300,258
57200690449,259
35597296700,259
57208717150,260
55457444300,260
57204091960,261
7401431037,261
56353116200,262
57197765353,262
7004300863,262
6603717022,262
56584019300,263
55542008600,263
56714263700,263
8608718200,263
57210923446,264
55652695700,264
57205329719,264
57199801999,264
57193242858,264
7005512824,264
57205263313,265
56036628100,265
36953700600,265
16033650300,265
23970286000,266
57194276793,266
57208827685,266
7401703652,266
57202228997,266
7006111578,266
54415129200,266
7005373645,266
57189235340,267
7003292762,267
57202047395,268
57193927413,268
54978625300,268
26029526200,268
7006799143,268
57203922639,269
57196487336,269
16199522200,269
57188681207,270
56985459400,270
57195343816,270
57188173800,270
57201722090,270
36349287300,270
56237421600,271
6701863708,271
55457444300,271
8608718200,271
55912340300,272
57201864184,272
34874297000,272
10639679200,272
16178649400,272
56854811600,273
55141781300,273
57190384916,274
7005253700,274
7004060735,274
9942259800,274
55413434100,275
55827824100,275
48361087900,276
57189218211,276
7003381644,276
57197733358,277
57200390842,277
57003496300,277
8342785400,277
35209941000,277
8392459500,278
57200730892,278
53984647600,278
56806547100,278
57201199846,278
57191862517,278
57201509548,278
7006051256,278
6505878659,278
8298784700,278
35747244700,278
57193565771,279
16178649400,279
56315330500,280
16177635300,280
16178649400,280
57207108623,281
57200290256,281
57207112163,281
7102270639,281
57205388766,282
57205393448,282
16313800700,282
57208598187,283
6701720294,283
15848771600,283
57211516485,283
8448666000,284
57205617484,284
55638504300,284
6701777223,284
57218886153,284
7004300863,285
7102879142,285
56798055200,286
57192697616,286
8621794000,286
9277159100,286
57215306633,287
8621794000,287
57201367093,288
6602649851,288
57189445479,289
7005636820,289
55812232700,289
57192697616,290
8621794000,290
57192955909,291
56830076500,291
57209640119,291
55161739600,292
57211281996,292
57211282830,292
57204903122,293
57187178400,293
55161739600,293
57211282935,294
55161739600,294
57216747100,295
57216739000,295
16313800700,295
7005357023,296
57216751001,296
57216748895,296
36913263000,296
57217283178,296
57216749286,296
6701646284,296
57197765353,297
7004300863,297
7004904337,298
57212553003,298
7202518970,299
57200205435,299
57203245208,300
57203241931,300
57210927548,300
57212168814,300
57212172095,300
6601908155,300
57205292526,301
57211987837,301
6701646284,301
16313800700,301
57195066838,302
7005513246,302
35621274900,303
55681652500,303
56417117600,303
57212106357,303
57212103171,303
57193574682,303
6601908155,303
7003445799,303
57211214561,304
8244752200,304
57211216470,304
55727966500,304
35621274900,305
55681652500,305
56417117600,305
57212107036,305
57212104751,305
57212106857,305
57212103171,305
57212104028,305
6601908155,305
7003445799,305
55681652500,306
7003445799,306
57204799155,307
57204803477,307
57204802622,307
14033673100,307
57219001134,308
57218994430,308
57218994299,308
7202083837,308
57210292389,309
57210287166,309
7202083837,309
35147940600,309
57205617484,310
57218995344,310
7202083837,311
57219001134,311
36677010800,311
57204692730,312
7202083837,312
55813139600,313
56747516900,313
56071519600,314
6701720294,314
57211516485,314
7006441571,314
57212342916,315
6701720294,315
7006441571,315
57211516485,315
57212351695,316
57212342217,316
6701720294,316
57211516485,316
57212343330,317
7004300863,317
35262249500,317
57208598187,318
57210289242,318
6701720294,318
57211516485,318
57192710054,319
57188833818,319
6701720294,319
57212351059,320
7004300863,320
6701720294,320
57212341630,321
57208598187,321
57192710054,321
6701720294,321
57211516485,321
57212277900,322
57188667076,322
7403218372,322
57200534297,323
7004300863,323
57214773567,323
8421746800,323
57212136375,324
7403218372,324
57192943554,325
57212271263,325
35409277700,325
7004300863,325
57190228554,326
7102879142,326
57111140800,327
56798055200,327
8621794000,327
9277159100,327
57197737083,328
57205761514,328
57205766759,328
57205762398,328
56830076500,328
7004511126,329
57200687939,329
57200688910,329
7202518970,329
57031187500,330
7006111578,330
7005636820,330
57089497400,331
57209912956,331
57209911428,331
57211503118,331
57211500187,331
7006120837,331
7004234161,331
7005636820,332
57031187500,332
57209538650,332
57209530205,332
7006111578,332
57215116223,333
57191952713,333
57188658434,333
8621794000,333
36682113800,333
57188658434,334
56245452300,334
35310092900,334
8621794000,334
57214589312,335
57215007775,335
55812232700,335
7006120837,335
36126203400,335
7102843798,335
57214451592,336
6603114735,336
8641604600,336
7003772744,336
57201357657,337
57191570988,337
6602649851,337
23027991800,337
7103035939,338
57212228353,338
7404957607,338
9277159100,338
57203578595,339
57203572508,339
36055605700,339
7004435321,339
55849943100,340
6701863708,340
6602649851,340
9245406100,340
35338971800,341
35562442700,341
57207260622,342
24336460200,342
8660143800,342
57195960835,343
57203300120,343
13607032600,343
55681652500,344
57209399640,344
57212167791,344
35621274900,344
7003445799,344
57209394752,344
6601908155,344
57211217749,345
8244752200,345
55727966500,345
57203661821,346
46961076700,346
7801515665,346
35562442700,346
56387524600,347
56709476900,347
56709364700,347
16422844400,347
7102975249,347
55588035200,348
57191995887,348
57208784903,348
7003445799,348
6601908155,348
7003663333,349
57208012133,349
57208012227,349
55698505100,350
56709287700,350
57203308821,350
55326143600,350
7102975249,350
16422844400,350
55588035200,351
56417117600,351
7003445799,351
6601908155,351
55588035200,352
57208784903,352
55681652500,352
7003445799,352
6601908155,352
57212351859,353
7404766197,353
7102879142,353
7004300863,353
57212271159,354
57205765859,354
7004300863,354
7102879142,354
7404766197,354
7201511283,355
6602191934,355
57193878725,355
57189375802,356
57210949030,356
7404901361,356
9277159100,356
57210375461,357
57200688910,357
55861508600,357
56484754900,357
7004300863,358
57197773578,358
6506942267,358
6602562656,358
57202116348,359
57202112010,359
57202120923,359
16422844400,359
7102975249,359
57193360481,360
57205763350,360
57205765859,360
57205767010,360
56830076500,360
57205762391,360
55315026400,361
35435170000,361
55665473200,361
57204677450,361
57204677555,361
56957771800,362
57189235340,362
57204472177,362
57204470823,362
57204469757,362
7003292762,362
56530707600,363
6701610428,363
54790496100,363
7410190129,363
26427694400,364
57190256209,364
57191107247,364
16313800700,364
55664291100,364
7202317282,365
57192070840,365
57209824884,365
57201700890,366
57195574701,366
57207901363,366
53878508900,366
57215333932,367
34868658300,367
57215305002,367
7410171017,367
57215336161,367
57201360985,368
57212351343,368
35562442700,368
36349287300,368
6506328689,369
57194859276,369
10141271600,369
15766049500,369
55359090100,369
7202538835,369
15044701600,369
36055605700,370
57203579114,370
57203573476,370
57203570620,370
7004435321,370
7006120837,371
57216989927,371
57211502145,371
6507803480,371
57194859276,372
10141271600,372
15766049500,372
56857577200,372
55359090100,372
7202538835,372
15044701600,372
56857577200,373
10141271600,373
16643231700,373
55359090100,373
24330327900,374
55634592700,374
36713489900,374
35725132100,374
36986090000,374
57193722976,375
7005521036,375
7004435321,375
55557218000,376
7102443026,376
7403558004,376
55247719300,377
56709476900,377
56871132500,377
7402407628,377
7102975249,377
16422844400,377
6701777223,378
8448666000,378
57218886193,378
56790117900,379
57211516485,379
15848771600,380
57212415946,380
57212345817,380
6701720294,380
57211516485,380
57193911152,381
55780846900,381
57203303999,381
57217139231,381
14064679200,381
7405891981,381
57201739935,381
6508339625,381
57213262958,381
6506674242,381
56677251600,382
57191362366,382
6701720294,382
15848771600,382
57211516485,382
57194018623,383
57205236255,383
57194101278,383
35392647700,383
7003545107,383
57204968964,384
57204964732,384
7003292762,384
12544690900,384
54978625300,384
57208246750,385
57206834042,385
57205645397,385
7003292762,385
55353164900,385
7101816954,385
19638969800,385
57200529047,386
57200527971,386
11440678000,386
7003772744,386
57192070840,387
24337245000,387
56023819400,387
10639240900,387
11043349200,387
57209824884,387
7202317282,387
54782837300,388
8048702500,388
7004435321,388
57207228809,388
7005521036,388
13411176900,389
8922674200,389
57211516485,389
57205595555,390
9336961600,390
16425686200,390
57217471535,390
56577741600,391
55807316700,391
55457444300,391
7102317656,391
57200514682,391
7003388995,391
57188833818,392
16229559200,392
57194703295,393
57207993531,393
56560118600,393
55315026400,393
7101640734,393
57214608701,394
16425686200,394
55598006500,394
23668489900,394
15848894300,394
57209871741,394
18535712500,395
7402648240,395
35380198000,395
57200884469,395
57200723881,395
7401952672,396
35556946600,396
7004590414,396
43261827400,396
35508257500,396
55428435400,396
7004611313,396
6602191934,397
7201511283,397
57193878725,397
7004507225,397
57193878725,398
57193568214,398
6506341914,398
7005053199,398
55671352500,398
22952048100,398
6602191934,398
7201511283,398
6506341914,399
57193878725,399
57193568214,399
7005053199,399
22952048100,399
55671352500,399
6602191934,399
7201511283,399
6507447149,400
23012428800,400
56642521500,400
24780432200,400
55233755100,400
9277159100,400
7801636116,400
7101973402,400
35368447500,400
7801530241,400
56689651300,400
7005786977,400
7801609389,400
55922401500,400
57191525048,401
41262329300,401
57203758421,401
57203801188,401
57203805526,401
57202763603,401
56116155300,401
57203801050,401
57199854443,401
56979909000,401
8448666000,402
57205617484,402
6701777223,402
57218886193,402
57205645397,403
57205650285,403
7003292762,403
56698926600,404
55627591500,404
57205652485,404
56957771800,404
57204469757,404
57205645397,404
7003292762,404
57193683516,404
57192247939,405
57218886153,405
6701777223,405
8448666000,405
56709476900,406
55247719300,406
55326143600,406
56871132500,406
7402407628,406
7102975249,406
16422844400,406
57202192401,407
55727966500,407
8244752200,407
6602572190,407
56330970800,408
57191362366,408
57203191415,408
57211516485,408
57193749678,409
57203142381,409
55457444300,409
6701863708,409
57204916397,410
57204916190,410
57204910117,410
57198809206,410
57204925116,410
57204911023,410
56514586700,410
57192710054,411
55303499100,411
56577817900,411
57189623841,411
7003678761,411
6602997992,411
7202539045,411
15848771600,411
57211516485,411
6701720294,411
8922674200,412
57211516485,412
7202083837,413
55710750200,413
6508087756,413
57207110219,413
57214580514,413
57204110218,414
26642910500,414
56549581200,414
,414
55259726700,415
55256673100,415
57202609763,415
6508265156,415
56433927200,415
7404022739,416
8705255200,416
7003352704,416
7102280128,416
36154754400,417
34976725300,417
6602423274,417
57198044407,418
7201970805,418
55736791400,418
7601492574,418
7004479819,418
57203572325,418
57201742316,419
57193360481,419
56830076500,419
57200687939,420
57200688910,420
7202518970,420
7004511126,420
56463982900,421
55764401200,421
55457444300,421
6701863708,421
6602549459,422
6602123531,422
57191156976,423
57193089338,423
8929123100,423
57201086222,424
26634282400,424
26634229600,424
57204595191,425
57204607180,425
56226072000,425
7003631423,425
57204596520,425
7103236401,425
7004234161,425
57195264521,426
57204829124,426
35239803700,426
37086141200,426
8329346700,426
55369699900,427
7003772744,427
57204830739,428
57204825465,428
54978625300,428
7006372151,428
57203181568,429
57203192064,429
57203188827,429
55458271500,429
56266132600,429
55619678900,430
9277159100,430
51461952600,430
26634229600,431
57202852104,431
57202852946,431
57202860730,431
56701619800,432
8369472600,432
57193322440,432
56376235200,432
57202237979,432
56702333100,432
7401994123,432
35336731800,432
8608718200,432
23388379100,432
57204695840,433
35147940600,433
57204692730,434
35147940600,434
56680952700,434
57204695450,434
7202083837,434
56490084100,435
57204693186,435
57188711588,436
57200118672,436
57164754700,436
57200117120,436
57200118993,436
57200121629,436
16313800700,436
55523036500,437
56287595000,437
7410171017,437
56221901100,438
56426567600,438
57200181918,438
56266132600,438
57191108291,439
57202904399,439
16197655400,439
57207901363,439
56703039000,440
39362193900,440
57197749025,440
57201022887,440
57217564448,440
