author_ID,org_ID
57210927548.0,412
57210928665.0,413
6602572190.0,412
57210914089.0,411
57203981655.0,414
57210920448.0,415
57202433366.0,416
56724258600.0,418
7801676127.0,419
57194391871.0,420
57189491950.0,421
57205348362.0,4
51461952600.0,421
57216491948.0,424
57191587072.0,425
24295291100.0,428
23052031200.0,429
7004495126.0,425
12778890800.0,426
57194703295.0,431
57144565100.0,432
57189458176.0,355
24080990600.0,431
56323465700.0,436
57209274795.0,438
7102483892.0,439
57200208018.0,441
36701008900.0,442
7201687754.0,443
7202401225.0,444
12805837100.0,445
56257805000.0,446
7005067917.0,447
7202417224.0,448
55927295500.0,449
6508257901.0,450
55931847400.0,451
7004092560.0,452
56955794500.0,453
55778257800.0,454
6701664914.0,455
24504209800.0,456
55247112800.0,457
57207841000.0,458
12780700500.0,459
7006236094.0,460
16303239800.0,461
55315191100.0,462
57194063754.0,463
6701501207.0,441
24072733200.0,442
57192140261.0,444
57207843958.0,445
57207841443.0,446
57207846799.0,447
56473665600.0,448
23977815400.0,449
56308354900.0,450
36859700200.0,451
26221155700.0,452
24385613600.0,453
15081415200.0,454
7408416878.0,455
11042527300.0,456
56185388600.0,457
57207844500.0,458
57189577432.0,459
6602943081.0,460
57207842677.0,461
39062078800.0,462
7101608513.0,463
6602499334.0,441
57202152216.0,442
57213372150.0,443
8555191500.0,444
57195579636.0,445
57207842193.0,446
57203836326.0,447
55639502500.0,448
6602168494.0,449
57209284973.0,464
56221901100.0,4
6507753128.0,464
6504734319.0,464
24759275600.0,120
57207312334.0,120
56709364700.0,465
57192981384.0,467
57190258899.0,468
24333330300.0,62
57189382200.0,467
57203250533.0,468
57203957449.0,469
55247719300.0,473
56871132500.0,350
7402407628.0,473
57210286057.0,287
57210287346.0,475
57210288854.0,476
57214559823.0,289
6602749964.0,477
57205512220.0,478
7102985794.0,479
9739395200.0,480
57202736299.0,477
57205515588.0,478
57205514839.0,479
57194392244.0,481
7006214218.0,482
57194503011.0,483
9845705900.0,484
7004929818.0,485
57194379165.0,19
6603325558.0,487
57191586637.0,16
57208184650.0,488
57189294915.0,16
6701755273.0,16
55200909800.0,488
7004234161.0,16
56330970800.0,57
57190247942.0,57
57197791798.0,57
57191995887.0,490
57203240784.0,489
57193574682.0,490
57208784903.0,489
56417117600.0,490
57203245208.0,489
57208771517.0,490
35621274900.0,489
55681652500.0,490
7003445799.0,489
55855376400.0,57
57126390100.0,492
57214523209.0,493
57205509268.0,494
57208845618.0,495
57205502574.0,493
57205849200.0,494
57205504743.0,495
57207222602.0,493
57205501457.0,494
57205504946.0,495
57205502490.0,493
7004339080.0,494
57200375892.0,496
57193720916.0,497
6701421652.0,497
57205270902.0,498
57209887692.0,499
57205763350.0,502
7004435321.0,503
56781290700.0,504
36055605700.0,505
16041305200.0,503
57215322624.0,25
57204552603.0,507
57204551844.0,506
57204547933.0,507
57195217444.0,507
57200690449.0,297
57208717150.0,57
57204091960.0,509
56353116200.0,508
6603717022.0,508
57210923446.0,511
55652695700.0,512
57205329719.0,513
57199801999.0,514
57193242858.0,152
7005512824.0,511
57205263313.0,203
36953700600.0,204
23970286000.0,516
57194276793.0,517
57208827685.0,518
7401703652.0,519
57202228997.0,24
54415129200.0,521
7005373645.0,516
57202047395.0,523
57193927413.0,524
26029526200.0,523
7006799143.0,524
57203922639.0,525
57196487336.0,526
16199522200.0,527
56985459400.0,148
57195343816.0,148
57201722090.0,148
56237421600.0,57
55912340300.0,528
57201864184.0,529
34874297000.0,528
10639679200.0,529
56854811600.0,530
55141781300.0,531
57190384916.0,532
7005253700.0,38
7004060735.0,532
55413434100.0,533
57197733358.0,536
57200390842.0,85
8392459500.0,538
57200730892.0,539
53984647600.0,355
56806547100.0,540
57201199846.0,538
57201509548.0,355
7006051256.0,540
6505878659.0,538
8298784700.0,539
35747244700.0,355
57193565771.0,541
16177635300.0,543
57207108623.0,120
57200290256.0,120
57207112163.0,120
7102270639.0,120
57205388766.0,37
57205393448.0,37
16313800700.0,37
55638504300.0,545
56798055200.0,16
57192697616.0,16
8621794000.0,16
57215306633.0,197
57201367093.0,16
57189445479.0,57
55812232700.0,57
57192955909.0,546
55161739600.0,120
57211281996.0,120
57211282830.0,120
57204903122.0,120
57187178400.0,120
57211282935.0,120
57216747100.0,25
57216739000.0,25
57212553003.0,25
57200205435.0,25
57203241931.0,120
57212168814.0,120
57212172095.0,120
57205292526.0,547
57195066838.0,120
57212106357.0,120
57212103171.0,120
57211214561.0,548
57211216470.0,549
57212107036.0,120
57212104751.0,120
57212106857.0,120
57212104028.0,120
57204799155.0,550
57204803477.0,551
57204802622.0,550
57219001134.0,552
57218994430.0,552
57218994299.0,552
57218995344.0,37
36677010800.0,37
57204692730.0,55
56747516900.0,553
56071519600.0,554
57212342916.0,57
57212351695.0,554
57212342217.0,554
57212343330.0,554
57212351059.0,57
57212341630.0,554
57212277900.0,554
57188667076.0,558
57200534297.0,559
57214773567.0,559
57212271263.0,554
57111140800.0,561
57197737083.0,120
57205761514.0,120
57205766759.0,120
57205762398.0,120
7004511126.0,76
57200687939.0,76
57200688910.0,76
57031187500.0,297
57089497400.0,562
57209912956.0,563
57209911428.0,562
57211503118.0,563
57211500187.0,562
7006120837.0,563
57209530205.0,565
57215116223.0,566
57191952713.0,567
57188658434.0,566
36682113800.0,566
56245452300.0,567
35310092900.0,568
57214589312.0,569
57215007775.0,570
36126203400.0,570
7102843798.0,571
57214451592.0,572
6603114735.0,62
8641604600.0,572
23027991800.0,574
7103035939.0,575
57212228353.0,4
7404957607.0,575
57203578595.0,576
57203572508.0,577
55849943100.0,578
35338971800.0,580
57207260622.0,582
24336460200.0,583
57195960835.0,584
57203300120.0,585
13607032600.0,584
57209399640.0,586
57212167791.0,120
57209394752.0,586
57211217749.0,587
57203661821.0,16
46961076700.0,588
7801515665.0,16
57208012133.0,593
57208012227.0,592
55698505100.0,594
57203308821.0,594
55326143600.0,85
57212351859.0,25
7404766197.0,596
57212271159.0,57
57205765859.0,597
7201511283.0,25
6602191934.0,598
57193878725.0,25
57210949030.0,600
7404901361.0,599
57210375461.0,601
55861508600.0,601
56484754900.0,48
6506942267.0,57
6602562656.0,602
57202112010.0,604
57202120923.0,603
57193360481.0,120
57205767010.0,605
57205762391.0,605
35435170000.0,607
55665473200.0,606
57204677450.0,607
57204677555.0,606
57204472177.0,37
56530707600.0,97
54790496100.0,97
26427694400.0,610
57190256209.0,611
57191107247.0,610
55664291100.0,610
7202317282.0,612
57192070840.0,613
57201700890.0,614
57195574701.0,19
57215333932.0,615
34868658300.0,616
57215305002.0,617
7410171017.0,618
57215336161.0,615
57201360985.0,619
57212351343.0,620
57194859276.0,622
15766049500.0,16
7202538835.0,623
15044701600.0,16
57203579114.0,625
57203573476.0,577
57203570620.0,624
57216989927.0,626
57211502145.0,627
6507803480.0,97
24330327900.0,632
55634592700.0,633
36713489900.0,355
35725132100.0,632
36986090000.0,633
57193722976.0,634
7005521036.0,635
55557218000.0,637
7102443026.0,638
7403558004.0,639
56790117900.0,644
57193911152.0,648
55780846900.0,649
57203303999.0,648
57217139231.0,649
14064679200.0,648
7405891981.0,649
57201739935.0,648
6508339625.0,649
57213262958.0,648
6506674242.0,649
57191362366.0,651
57194018623.0,96
57205236255.0,652
57194101278.0,653
35392647700.0,96
57204968964.0,37
57205645397.0,657
55353164900.0,41
7101816954.0,657
57200527971.0,659
11440678000.0,658
24337245000.0,661
56023819400.0,662
10639240900.0,24
11043349200.0,660
54782837300.0,663
8048702500.0,664
57207228809.0,666
13411176900.0,667
57205595555.0,669
9336961600.0,355
16425686200.0,670
57217471535.0,671
56577741600.0,672
55807316700.0,152
7102317656.0,674
57200514682.0,672
7003388995.0,152
16229559200.0,675
57207993531.0,679
56560118600.0,680
57214608701.0,682
55598006500.0,684
23668489900.0,355
15848894300.0,682
57209871741.0,683
35380198000.0,686
57200723881.0,688
7401952672.0,689
35556946600.0,690
7004590414.0,691
43261827400.0,692
55428435400.0,689
7004611313.0,690
7004507225.0,693
57193568214.0,697
6506341914.0,698
7005053199.0,699
55671352500.0,700
22952048100.0,696
6507447149.0,705
23012428800.0,706
56642521500.0,707
24780432200.0,355
55233755100.0,708
7801636116.0,710
7101973402.0,711
35368447500.0,712
7801530241.0,713
56689651300.0,714
7005786977.0,715
7801609389.0,705
55922401500.0,706
57191525048.0,716
41262329300.0,717
57203758421.0,718
57203801188.0,719
57203805526.0,720
57202763603.0,721
56116155300.0,722
57203801050.0,723
57199854443.0,724
56979909000.0,725
57205650285.0,728
56698926600.0,729
55627591500.0,730
57205652485.0,729
57193683516.0,730
57202192401.0,210
57203191415.0,57
57203142381.0,346
57204916397.0,734
57204916190.0,734
57204910117.0,734
57198809206.0,734
57204925116.0,734
57204911023.0,734
55303499100.0,735
56577817900.0,391
57189623841.0,57
7003678761.0,735
6602997992.0,391
7202539045.0,57
55710750200.0,738
6508087756.0,739
57207110219.0,740
57214580514.0,741
57204110218.0,742
56549581200.0,744
55259726700.0,745
55256673100.0,746
57202609763.0,747
6508265156.0,748
56433927200.0,745
7404022739.0,554
7003352704.0,750
7102280128.0,554
34976725300.0,751
6602423274.0,752
57198044407.0,753
55736791400.0,52
7601492574.0,755
57203572325.0,100
57201742316.0,120
56463982900.0,16
55764401200.0,16
6602549459.0,271
6602123531.0,759
57193089338.0,760
57201086222.0,761
26634282400.0,762
57204595191.0,96
57204607180.0,763
56226072000.0,764
7003631423.0,96
57204596520.0,763
7103236401.0,764
57195264521.0,765
57204829124.0,766
35239803700.0,767
37086141200.0,765
8329346700.0,766
55369699900.0,496
57204830739.0,20
57204825465.0,20
7006372151.0,20
57203192064.0,273
57203188827.0,273
55619678900.0,768
57202852104.0,770
57202852946.0,771
57202860730.0,772
56701619800.0,773
8369472600.0,774
57193322440.0,152
56376235200.0,775
57202237979.0,776
56702333100.0,773
7401994123.0,774
35336731800.0,152
23388379100.0,776
57204695840.0,161
57204695450.0,777
56490084100.0,161
57204693186.0,85
57188711588.0,778
57200118672.0,778
57164754700.0,778
57200117120.0,778
57200121629.0,778
55523036500.0,779
56287595000.0,780
56426567600.0,273
57200181918.0,273
16197655400.0,97
56703039000.0,782
39362193900.0,355
57197749025.0,782
57201022887.0,355
57217564448.0,782
57213462935.0,100
57205507684.0,783
57205503531.0,24
57194047397.0,97
57205500882.0,100
57205505883.0,783
57212277009.0,24
35587077000.0,97
57190849274.0,787
55235047300.0,788
56515354700.0,789
57194105863.0,790
56921113900.0,788
57044630300.0,789
7005654753.0,790
56701050600.0,788
57203184524.0,791
57201465968.0,792
56248395300.0,793
57203180153.0,791
7005486887.0,792
34874038200.0,795
57201366662.0,57
57201358872.0,57
7202006620.0,796
57194679331.0,797
57194686620.0,796
35791260000.0,24
57198333909.0,798
56666222000.0,799
7103392045.0,800
56009607700.0,803
57200525944.0,804
57214792802.0,152
57216486642.0,297
57203661089.0,297
57203982016.0,808
57203992542.0,152
57203980122.0,63
57203980107.0,63
57204553875.0,809
57204546854.0,400
57204555914.0,810
57204555396.0,810
6507235629.0,809
57195398251.0,811
57201484423.0,37
57194155925.0,811
35792700800.0,815
39062086200.0,816
55658283500.0,817
57203575128.0,817
56897186700.0,820
57197726868.0,821
56261172000.0,822
57203731804.0,161
57203372448.0,825
57203247682.0,827
57202927332.0,830
7202608915.0,831
57202921889.0,355
7801604567.0,832
54581173100.0,833
57202810627.0,834
18042644100.0,835
55943223600.0,836
57204434337.0,837
56556056000.0,840
57196465311.0,842
56740595400.0,843
56662711400.0,355
56741048000.0,844
56149906900.0,845
6603615600.0,843
57189843306.0,784
56078900600.0,847
15081035500.0,848
7402814790.0,849
7101806481.0,850
15318992700.0,851
6601908712.0,852
8077103900.0,853
6602183163.0,854
7004295901.0,855
7004640341.0,856
35772366400.0,857
8390181000.0,858
23004910700.0,859
7003793778.0,860
8578022500.0,861
9241584700.0,862
15842178900.0,863
10939408000.0,864
54789941300.0,865
7006650428.0,866
7006817766.0,867
25937446600.0,847
55895275900.0,848
16043716000.0,849
12647140500.0,850
7402364894.0,851
7004387103.0,852
8891726500.0,853
57192430052.0,854
7401892754.0,855
23020214400.0,856
6603882082.0,857
7402396019.0,858
57031532300.0,96
57203305966.0,868
55171433700.0,869
57193603847.0,120
57203309361.0,120
35191151900.0,872
26427435500.0,873
57203301406.0,873
36602439100.0,873
23096760600.0,355
57203306132.0,355
57190808464.0,875
6507028828.0,120
6701460244.0,877
6602928070.0,878
23479472600.0,879
14833931300.0,63
36667397700.0,881
57200118442.0,885
57202289360.0,885
57202322450.0,106
57202323019.0,106
56795914000.0,892
57202321033.0,152
57202319101.0,106
23003484200.0,893
26321508500.0,234
7003587356.0,894
56457856600.0,895
16315369500.0,896
6507336034.0,897
56532087700.0,25
57202602903.0,57
57202612703.0,57
36843900000.0,898
8397084400.0,899
6602089995.0,900
6603684079.0,901
15521088300.0,902
56585583100.0,903
55449746800.0,904
57190247414.0,905
7005085503.0,906
35228854600.0,907
6505936159.0,908
23487261200.0,909
7005412154.0,910
55946643000.0,911
6603354235.0,912
57192063650.0,913
8602381900.0,914
55249658600.0,915
57207782220.0,916
23987692400.0,898
24323203800.0,899
7403220237.0,900
7103286989.0,901
55708105800.0,917
56164575400.0,918
35236338800.0,919
55212512700.0,20
56680505500.0,20
35323710800.0,97
57202045558.0,920
56165315000.0,100
7003387464.0,921
26039464700.0,920
56747755300.0,100
7005612595.0,921
56386056100.0,883
56755464700.0,925
7005523706.0,70
57031532600.0,926
57200497294.0,927
57190794386.0,546
57201980753.0,928
57190797086.0,546
57201983321.0,928
56181255300.0,930
24177939700.0,271
6507412888.0,931
57204229694.0,271
55652903800.0,931
57201724099.0,933
24465525600.0,932
57203246058.0,837
35994294500.0,936
24758929200.0,57
57201645135.0,937
57201646242.0,938
57200335858.0,939
57217508772.0,940
57201650328.0,941
7102837693.0,937
55736845400.0,942
57139150400.0,943
7402422734.0,945
57218886189.0,949
57203179434.0,951
57213087387.0,950
57202320825.0,817
57207470751.0,817
7005098852.0,953
56896919700.0,954
57190371042.0,955
7202035366.0,954
7102857304.0,955
23003275100.0,956
6604032598.0,957
9733496700.0,958
6602866368.0,959
26640997500.0,960
57203180948.0,62
57203180667.0,961
25522430900.0,962
56244956300.0,963
57203192812.0,964
57203180452.0,957
57203185550.0,958
57200686665.0,66
57200685059.0,66
56425409300.0,66
6603410853.0,66
56040243400.0,966
17136347400.0,152
57193027820.0,970
7409879911.0,24
56029648000.0,970
55130094700.0,974
57193356353.0,120
57200371154.0,120
56331127200.0,120
35269204800.0,976
57203433787.0,197
57201393186.0,550
57201397713.0,550
57215366913.0,120
57215344746.0,120
57213476529.0,25
57205629789.0,120
57205285400.0,37
57145797800.0,979
36944158600.0,979
57204896057.0,120
57204902069.0,120
23093686000.0,120
57203179871.0,981
57207688964.0,20
57207687563.0,20
57200077021.0,37
57200077390.0,37
57207692990.0,37
57207687950.0,37
57207688651.0,120
57207695326.0,120
57207687041.0,120
57207686191.0,57
57207685496.0,85
57207687043.0,57
57209637810.0,619
